param_id,side,label,entry_time,exit_time,entry,exit,sl,tp,pnl,gross_pnl,exit_reason,hold_bars,exit_label
R0336,short,S-0.5,2026-06-25T08:35:00+00:00,2026-06-25T08:40:00+00:00,30180.5,30156.5,30188.5,30156.5,46.76,48.0,tp,1,XS-0.5
R0336,short,S-0.5,2026-06-25T09:15:00+00:00,2026-06-25T09:20:00+00:00,30122.5,30130.5,30130.5,30098.5,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-25T09:30:00+00:00,2026-06-25T09:35:00+00:00,30141.25,30149.25,30149.25,30117.25,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-25T09:55:00+00:00,2026-06-25T10:00:00+00:00,30131.75,30139.75,30139.75,30107.75,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-25T11:45:00+00:00,2026-06-25T11:50:00+00:00,30131.75,30139.75,30139.75,30095.75,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-25T13:30:00+00:00,2026-06-25T13:35:00+00:00,30058.25,30066.25,30066.25,30022.25,-17.24,-16.0,sl_same_bar,1,XS-0.5
R0336,short,S-0.5,2026-06-25T17:15:00+00:00,2026-06-25T17:20:00+00:00,29700.75,29708.75,29708.75,29676.75,-17.24,-16.0,sl_same_bar,1,XS-0.5
R0336,short,S-0.5,2026-06-25T23:40:00+00:00,2026-06-25T23:45:00+00:00,29764.75,29740.75,29772.75,29740.75,46.76,48.0,tp,1,XS-0.5
R0336,short,S-0.5,2026-06-26T01:15:00+00:00,2026-06-26T01:20:00+00:00,29663.0,29671.0,29671.0,29639.0,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-26T01:25:00+00:00,2026-06-26T01:30:00+00:00,29613.0,29621.0,29621.0,29589.0,-17.24,-16.0,sl_same_bar,1,XS-0.5
R0336,short,S-0.5,2026-06-26T03:45:00+00:00,2026-06-26T03:50:00+00:00,29245.5,29253.5,29253.5,29221.5,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-26T05:55:00+00:00,2026-06-26T06:00:00+00:00,29326.0,29334.0,29334.0,29302.0,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-26T06:15:00+00:00,2026-06-26T06:20:00+00:00,29324.5,29332.5,29332.5,29300.5,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-26T08:25:00+00:00,2026-06-26T08:30:00+00:00,29503.5,29479.5,29511.5,29479.5,46.76,48.0,tp,1,XS-0.5
R0336,short,S-0.5,2026-06-26T10:15:00+00:00,2026-06-26T10:20:00+00:00,29361.5,29369.5,29369.5,29337.5,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-26T10:30:00+00:00,2026-06-26T10:35:00+00:00,29375.0,29351.0,29383.0,29351.0,46.76,48.0,tp,1,XS-0.5
R0336,short,S-0.5,2026-06-26T11:15:00+00:00,2026-06-26T11:20:00+00:00,29381.25,29389.25,29389.25,29357.25,-17.24,-16.0,sl_same_bar,1,XS-0.5
R0336,short,S-0.5,2026-06-26T11:25:00+00:00,2026-06-26T11:30:00+00:00,29370.0,29378.0,29378.0,29346.0,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-26T11:35:00+00:00,2026-06-26T11:40:00+00:00,29380.5,29388.5,29388.5,29356.5,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-26T13:35:00+00:00,2026-06-26T13:40:00+00:00,29240.0,29248.0,29248.0,29204.0,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-26T13:45:00+00:00,2026-06-26T13:50:00+00:00,29267.0,29275.0,29275.0,29231.0,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-26T16:10:00+00:00,2026-06-26T16:15:00+00:00,29555.0,29563.0,29563.0,29519.0,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-26T16:40:00+00:00,2026-06-26T16:45:00+00:00,29598.25,29606.25,29606.25,29574.25,-17.24,-16.0,sl,1,XS-0.5
